usuario,pelicula1,pelicula2,pelicula3
User86050,3,2,3
User86051,3,3,4
User86052,1,2,5
User86053,1,3,5
User86054,1,1,4
User86055,4,5,1
User86056,1,4,4
User86057,3,5,4
User86058,4,4,5
User86059,2,5,2
User86060,4,4,1
User86061,3,1,2
User86062,5,1,4
User86063,2,3,4
User86064,1,5,3
User86065,3,1,1
User86066,3,3,1
User86067,2,3,5
User86068,2,3,5
User86069,1,3,2
User86070,4,2,5
User86071,1,1,3
User86072,1,5,1
User86073,2,3,2
User86074,5,5,2
User86075,4,3,2
User86076,4,3,4
User86077,4,3,2
User86078,4,1,2
User86079,4,2,4
User86080,2,5,2
User86081,3,4,1
User86082,1,1,1
User86083,5,5,3
User86084,1,1,3
User86085,3,4,5
User86086,5,5,4
User86087,3,2,1
User86088,1,5,5
User86089,4,3,1
User86090,1,5,1
User86091,1,1,5
User86092,1,1,2
User86093,5,4,2
User86094,2,2,1
User86095,4,3,5
User86096,4,2,3
User86097,2,5,2
User86098,2,5,2
User86099,3,3,1
User86100,4,4,5
User86101,1,1,1
User86102,1,3,2
User86103,3,5,2
User86104,2,5,4
User86105,1,4,2
User86106,4,5,1
User86107,4,3,1
User86108,5,5,5
User86109,5,2,3
User86110,1,1,3
User86111,1,1,5
User86112,4,4,1
User86113,3,4,2
User86114,1,4,3
User86115,5,2,3
User86116,5,1,3
User86117,3,2,4
User86118,4,1,4
User86119,2,5,5
User86120,1,3,3
User86121,5,4,3
User86122,3,5,4
User86123,1,5,4
User86124,4,1,3
User86125,2,5,4
User86126,2,5,4
User86127,1,4,1
User86128,1,4,5
User86129,3,5,1
User86130,4,5,4
User86131,4,3,1
User86132,1,2,4
User86133,1,1,2
User86134,3,1,5
User86135,5,4,3
User86136,4,4,4
User86137,2,2,4
User86138,5,4,3
User86139,5,5,5
User86140,3,1,2
User86141,2,3,3
User86142,3,2,5
User86143,2,5,5
User86144,4,4,5
User86145,2,3,3
User86146,2,4,3
User86147,3,1,3
User86148,5,5,2
User86149,3,4,2
User86150,4,4,3
User86151,5,3,3
User86152,3,2,2
User86153,4,4,3
User86154,5,3,3
User86155,5,4,1
User86156,1,3,5
User86157,3,2,3
User86158,3,3,3
User86159,1,2,5
User86160,4,1,4
User86161,1,5,5
User86162,1,5,3
User86163,2,4,1
User86164,2,4,3
User86165,2,1,2
User86166,3,2,1
User86167,5,5,1
User86168,2,3,4
User86169,1,3,4
User86170,5,4,3
User86171,2,2,5
User86172,5,5,4
User86173,4,5,2
User86174,2,5,3
User86175,5,4,2
User86176,2,1,4
User86177,4,4,3
User86178,5,4,5
User86179,1,3,2
User86180,4,3,2
User86181,3,3,2
User86182,2,5,4
User86183,2,2,4
User86184,3,1,1
User86185,3,2,2
User86186,2,3,3
User86187,3,3,2
User86188,3,5,3
User86189,5,5,4
User86190,1,1,2
User86191,1,5,2
User86192,3,5,1
User86193,2,1,1
User86194,5,2,3
User86195,4,3,4
User86196,3,2,5
User86197,3,5,1
User86198,3,5,5
User86199,4,4,4
User86200,5,4,1
User86201,4,5,2
User86202,1,5,1
User86203,5,5,3
User86204,1,3,3
User86205,3,5,1
User86206,4,5,5
User86207,4,5,5
User86208,2,1,5
User86209,5,4,2
User86210,2,5,3
User86211,2,4,5
User86212,1,4,1
User86213,1,4,2
User86214,4,5,2
User86215,3,1,4
User86216,5,2,3
User86217,3,5,1
User86218,4,4,3
User86219,3,1,2
User86220,3,3,2
User86221,1,5,5
User86222,4,1,1
User86223,2,5,4
User86224,1,4,1
User86225,3,3,4
User86226,2,1,5
User86227,4,2,4
User86228,1,1,4
User86229,5,4,1
User86230,4,2,3
User86231,5,3,3
User86232,2,3,4
User86233,5,1,2
User86234,2,3,5
User86235,4,2,2
User86236,2,4,1
User86237,4,5,1
User86238,5,2,3
User86239,2,4,3
User86240,4,3,5
User86241,1,4,1
User86242,1,2,3
User86243,5,1,1
User86244,1,5,1
User86245,5,5,3
User86246,4,5,5
User86247,1,3,1
User86248,4,5,2
User86249,3,5,1
User86250,3,4,1
User86251,4,3,2
User86252,4,2,3
User86253,4,2,5
User86254,2,3,1
User86255,3,5,3
User86256,4,3,2
User86257,1,4,2
User86258,5,5,4
User86259,5,4,3
User86260,1,3,5
User86261,2,3,1
User86262,4,3,4
User86263,5,2,4
User86264,1,4,2
User86265,2,1,4
User86266,2,5,1
User86267,3,3,4
User86268,1,1,3
User86269,5,2,1
User86270,5,3,3
User86271,3,1,1
User86272,2,2,3
User86273,1,5,4
User86274,5,1,2
User86275,2,5,5
User86276,2,5,3
User86277,1,2,2
User86278,2,4,2
User86279,2,2,4
User86280,4,4,5
User86281,2,3,2
User86282,1,5,5
User86283,4,5,5
User86284,1,3,1
User86285,1,2,5
User86286,2,3,3
User86287,2,3,4
User86288,4,5,3
User86289,2,1,3
User86290,4,5,3
User86291,1,2,3
User86292,3,5,5
User86293,4,4,1
User86294,2,5,1
User86295,2,4,1
User86296,2,5,1
User86297,3,2,2
User86298,1,4,1
User86299,3,5,3
User86300,5,1,4
User86301,4,4,2
User86302,5,2,3
User86303,2,1,2
User86304,2,2,2
User86305,4,4,5
User86306,3,3,5
User86307,4,1,2
User86308,1,5,1
User86309,1,3,4
User86310,5,1,3
User86311,4,4,3
User86312,3,5,5
User86313,4,5,2
User86314,5,5,1
User86315,5,1,4
User86316,3,2,4
User86317,3,1,1
User86318,2,3,5
User86319,4,2,4
User86320,2,2,5
User86321,2,2,5
User86322,4,1,3
User86323,3,2,1
User86324,3,3,3
User86325,5,4,4
User86326,3,5,5
User86327,4,1,5
User86328,5,2,1
User86329,5,5,1
User86330,4,2,1
User86331,2,2,3
User86332,2,2,2
User86333,4,4,2
User86334,4,5,3
User86335,4,2,1
User86336,2,4,1
User86337,3,5,4
User86338,2,2,5
User86339,4,1,5
User86340,3,1,4
User86341,2,5,2
User86342,3,1,3
User86343,3,5,4
User86344,2,3,1
User86345,3,4,1
User86346,4,1,5
User86347,4,2,5
User86348,4,3,1
User86349,4,3,5
User86350,1,2,3
User86351,2,4,2
User86352,2,2,3
User86353,2,4,5
User86354,1,4,2
User86355,5,1,2
User86356,2,1,3
User86357,3,5,1
User86358,1,5,4
User86359,1,2,3
User86360,5,1,4
User86361,3,2,1
User86362,5,5,2
User86363,5,1,1
User86364,1,3,4
User86365,5,3,2
User86366,2,4,4
User86367,3,1,1
User86368,3,4,1
User86369,3,1,1
User86370,3,5,4
User86371,5,4,5
User86372,4,4,2
User86373,2,2,2
User86374,3,5,5
User86375,1,3,5
User86376,4,5,2
User86377,3,5,1
User86378,4,4,4
User86379,2,5,2
User86380,5,4,5
User86381,3,1,1
User86382,5,2,1
User86383,4,4,5
User86384,2,3,3
User86385,3,4,3
User86386,1,3,3
User86387,1,2,5
User86388,5,5,5
User86389,4,1,1
User86390,2,4,5
User86391,5,4,2
User86392,4,3,3
User86393,4,2,1
User86394,2,2,4
User86395,5,4,4
User86396,3,2,4
User86397,3,5,2
User86398,3,5,1
User86399,4,3,5
User86400,1,5,4
User86401,1,1,5
User86402,3,5,3
User86403,4,1,1
User86404,5,1,5
User86405,1,4,4
User86406,1,3,3
User86407,5,4,3
User86408,1,5,2
User86409,4,2,1
User86410,3,1,3
User86411,5,4,5
User86412,5,4,3
User86413,4,4,1
User86414,3,4,1
User86415,4,2,1
User86416,4,3,3
User86417,4,3,4
User86418,2,5,3
User86419,5,2,4
User86420,5,2,5
User86421,4,3,4
User86422,3,3,1
User86423,5,1,5
User86424,4,4,2
User86425,2,2,4
User86426,3,4,5
User86427,4,2,1
User86428,3,2,5
User86429,2,3,4
User86430,3,5,3
User86431,5,3,1
User86432,3,4,5
User86433,3,3,2
User86434,2,3,5
User86435,1,3,5
User86436,2,4,2
User86437,1,4,2
User86438,5,2,5
User86439,3,2,1
User86440,5,1,4
User86441,5,4,5
User86442,3,5,2
User86443,4,3,4
User86444,3,5,1
User86445,5,4,5
User86446,3,1,2
User86447,3,1,4
User86448,1,2,1
User86449,5,1,2
User86450,5,1,3
User86451,5,4,4
User86452,1,2,5
User86453,5,3,5
User86454,3,5,5
User86455,3,2,5
User86456,4,3,1
User86457,3,4,5
User86458,5,3,4
User86459,2,1,5
User86460,5,3,1
User86461,3,1,3
User86462,2,3,2
User86463,5,1,1
User86464,4,5,2
User86465,5,4,3
User86466,4,2,2
User86467,5,5,5
User86468,3,4,1
User86469,3,3,3
User86470,1,4,2
User86471,4,5,4
User86472,2,4,2
User86473,5,5,1
User86474,1,3,3
User86475,1,1,1
User86476,1,4,2
User86477,1,2,2
User86478,3,3,2
User86479,5,1,3
User86480,3,1,2
User86481,4,5,4
User86482,4,5,5
User86483,2,2,3
User86484,4,5,3
User86485,4,2,1
User86486,5,2,5
User86487,2,4,4
User86488,1,1,1
User86489,1,1,1
User86490,2,2,2
User86491,3,4,4
User86492,4,2,4
User86493,2,4,5
User86494,1,5,3
User86495,5,5,1
User86496,3,3,1
User86497,1,2,5
User86498,2,3,3
User86499,4,4,4
User86500,4,3,2
User86501,5,5,3
User86502,4,3,3
User86503,3,1,3
User86504,1,2,4
User86505,3,3,2
User86506,5,1,3
User86507,2,2,4
User86508,1,4,5
User86509,3,1,1
User86510,4,2,4
User86511,1,1,2
User86512,1,2,3
User86513,3,2,5
User86514,3,4,3
User86515,2,4,1
User86516,3,1,1
User86517,4,5,5
User86518,3,4,4
User86519,3,4,4
User86520,3,2,4
User86521,1,1,3
User86522,2,5,1
User86523,3,4,3
User86524,5,3,3
User86525,1,4,4
User86526,2,4,2
User86527,2,2,2
User86528,1,5,4
User86529,2,4,4
User86530,3,1,2
User86531,3,5,4
User86532,3,4,4
User86533,4,4,2
User86534,2,4,5
User86535,5,2,3
User86536,4,3,2
User86537,5,4,1
User86538,3,1,1
User86539,1,3,5
User86540,2,5,1
User86541,5,5,1
User86542,1,1,1
User86543,1,5,4
User86544,3,3,4
User86545,2,4,2
User86546,3,1,3
User86547,3,5,1
User86548,4,4,3
User86549,1,2,4
User86550,3,1,2
User86551,5,5,5
User86552,5,1,2
User86553,4,5,5
User86554,3,1,4
User86555,3,2,3
User86556,2,1,5
User86557,1,3,1
User86558,3,5,3
User86559,1,3,5
User86560,3,4,2
User86561,3,2,4
User86562,3,4,4
User86563,1,2,2
User86564,3,4,5
User86565,5,5,5
User86566,4,2,3
User86567,5,5,5
User86568,1,3,3
User86569,4,3,3
User86570,2,1,5
User86571,3,5,5
User86572,1,2,1
User86573,5,3,2
User86574,4,5,2
User86575,4,5,1
User86576,5,1,2
User86577,1,1,4
User86578,2,3,1
User86579,3,1,3
User86580,4,2,4
User86581,4,1,1
User86582,2,4,5
User86583,5,1,4
User86584,4,3,3
User86585,2,1,2
User86586,2,4,4
User86587,5,2,3
User86588,4,3,3
User86589,3,2,2
User86590,3,1,1
User86591,5,4,5
User86592,1,4,4
User86593,5,1,4
User86594,5,1,4
User86595,5,3,2
User86596,1,3,5
User86597,5,3,3
User86598,4,1,5
User86599,3,1,1
User86600,4,2,3
User86601,2,2,1
User86602,1,4,3
User86603,3,3,3
User86604,4,5,2
User86605,4,4,4
User86606,5,3,2
User86607,2,2,2
User86608,5,2,3
User86609,5,4,5
User86610,5,3,2
User86611,3,5,4
User86612,2,2,2
User86613,4,3,4
User86614,3,4,3
User86615,2,3,2
User86616,5,4,1
User86617,1,4,3
User86618,5,3,4
User86619,1,4,5
User86620,2,1,1
User86621,3,3,5
User86622,4,4,2
User86623,4,3,1
User86624,1,3,3
User86625,4,2,3
User86626,2,5,5
User86627,1,3,5
User86628,3,4,5
User86629,4,3,1
User86630,1,4,1
User86631,2,5,3
User86632,3,1,4
User86633,5,5,1
User86634,2,1,5
User86635,5,5,1
User86636,1,5,2
User86637,5,5,5
User86638,4,1,1
User86639,1,5,5
User86640,1,2,3
User86641,3,3,4
User86642,3,3,2
User86643,2,4,1
User86644,3,5,4
User86645,1,1,1
User86646,3,4,5
User86647,1,3,4
User86648,4,2,1
User86649,2,2,5
User86650,5,5,1
User86651,2,5,5
User86652,1,3,3
User86653,4,1,5
User86654,1,3,3
User86655,3,5,1
User86656,2,4,2
User86657,4,3,2
User86658,4,1,3
User86659,5,4,4
User86660,1,4,2
User86661,2,4,3
User86662,4,1,2
User86663,2,4,1
User86664,5,3,1
User86665,3,4,4
User86666,4,5,2
User86667,2,5,3
User86668,4,4,3
User86669,5,3,5
User86670,2,2,5
User86671,2,1,3
User86672,5,4,4
User86673,2,3,3
User86674,3,4,3
User86675,1,1,2
User86676,2,2,2
User86677,5,1,2
User86678,4,3,5
User86679,4,3,4
User86680,2,2,3
User86681,2,5,1
User86682,4,5,1
User86683,2,5,1
User86684,2,5,3
User86685,1,1,3
User86686,1,5,2
User86687,2,3,5
User86688,3,2,4
User86689,3,1,3
User86690,5,2,5
User86691,1,4,4
User86692,3,3,3
User86693,4,4,5
User86694,2,5,2
User86695,5,3,5
User86696,2,5,3
User86697,4,4,5
User86698,2,4,1
User86699,2,2,5
User86700,4,2,4
User86701,2,4,4
User86702,5,2,2
User86703,1,1,3
User86704,1,5,3
User86705,3,5,2
User86706,2,4,3
User86707,5,5,2
User86708,1,3,2
User86709,3,1,2
User86710,5,3,3
User86711,4,5,4
User86712,2,4,2
User86713,5,1,5
User86714,4,4,2
User86715,1,2,2
User86716,5,1,3
User86717,2,2,2
User86718,4,3,4
User86719,3,1,1
User86720,4,5,5
User86721,3,2,2
User86722,2,2,3
User86723,2,1,1
User86724,4,3,4
User86725,5,5,2
User86726,1,2,5
User86727,3,5,5
User86728,3,2,2
User86729,4,2,3
User86730,3,4,4
User86731,2,3,1
User86732,5,3,5
User86733,1,5,4
User86734,1,5,4
User86735,4,4,4
User86736,3,2,2
User86737,2,1,4
User86738,5,5,5
User86739,1,3,1
User86740,2,4,3
User86741,4,1,5
User86742,3,5,5
User86743,1,2,1
User86744,1,1,5
User86745,5,5,3
User86746,3,2,1
User86747,5,2,2
User86748,2,5,4
User86749,2,4,4
User86750,1,2,4
User86751,5,1,3
User86752,2,2,5
User86753,5,1,1
User86754,2,1,1
User86755,5,4,4
User86756,5,4,3
User86757,1,4,4
User86758,3,3,5
User86759,2,5,1
User86760,1,1,5
User86761,3,3,3
User86762,4,1,2
User86763,5,5,2
User86764,5,5,2
User86765,1,2,1
User86766,3,5,1
User86767,1,4,2
User86768,1,2,1
User86769,3,2,5
User86770,3,5,2
User86771,1,1,1
User86772,4,5,2
User86773,2,2,1
User86774,2,2,2
User86775,3,5,2
User86776,1,3,4
User86777,4,4,2
User86778,4,3,4
User86779,5,5,1
User86780,4,1,3
User86781,5,4,1
User86782,3,2,3
User86783,4,3,4
User86784,3,5,5
User86785,3,4,1
User86786,5,4,2
User86787,3,4,2
User86788,1,3,3
User86789,5,1,5
User86790,5,1,3
User86791,4,5,1
User86792,4,4,5
User86793,2,2,3
User86794,1,3,5
User86795,4,2,1
User86796,2,3,2
User86797,3,5,4
User86798,2,2,5
User86799,4,4,4
User86800,5,4,5
User86801,1,2,2
User86802,5,1,4
User86803,5,1,5
User86804,2,1,5
User86805,2,2,1
User86806,5,5,3
User86807,1,1,2
User86808,2,3,5
User86809,2,5,3
User86810,5,4,2
User86811,3,5,5
User86812,1,3,1
User86813,4,4,2
User86814,2,5,3
User86815,4,1,1
User86816,5,4,4
User86817,4,2,5
User86818,4,1,3
User86819,1,3,4
User86820,4,2,1
User86821,3,4,3
User86822,4,5,3
User86823,5,1,2
User86824,1,1,4
User86825,2,1,5
User86826,1,4,1
User86827,2,2,3
User86828,5,2,4
User86829,3,4,3
User86830,5,5,1
User86831,1,4,3
User86832,5,5,3
User86833,4,4,5
User86834,4,5,5
User86835,1,4,3
User86836,5,1,1
User86837,1,5,4
User86838,2,3,5
User86839,4,5,3
User86840,4,5,3
User86841,5,2,1
User86842,1,2,3
User86843,5,3,3
User86844,3,2,3
User86845,1,3,5
User86846,2,5,1
User86847,2,4,4
User86848,1,2,2
User86849,2,3,3
User86850,2,2,4
User86851,1,5,2
User86852,3,2,3
User86853,4,2,4
User86854,1,5,4
User86855,3,3,2
User86856,4,1,1
User86857,1,4,5
User86858,3,4,2
User86859,1,2,1
User86860,3,4,5
User86861,3,2,2
User86862,4,2,4
User86863,2,5,3
User86864,5,1,3
User86865,4,1,1
User86866,3,4,3
User86867,1,3,4
User86868,1,4,5
User86869,4,5,5
User86870,3,3,4
User86871,3,5,1
User86872,3,4,4
User86873,2,2,4
User86874,2,4,4
User86875,3,4,2
User86876,3,4,5
User86877,1,2,4
User86878,5,5,2
User86879,3,2,4
User86880,3,2,2
User86881,4,1,3
User86882,1,5,1
User86883,2,5,1
User86884,4,4,5
User86885,1,2,2
User86886,2,1,4
User86887,5,1,5
User86888,4,1,4
User86889,1,3,1
User86890,5,2,5
User86891,2,1,4
User86892,1,4,3
User86893,3,3,4
User86894,5,5,3
User86895,2,2,3
User86896,1,3,3
User86897,3,4,1
User86898,2,1,5
User86899,1,3,4
User86900,4,3,3
User86901,4,5,4
User86902,3,4,5
User86903,2,5,4
User86904,1,5,2
User86905,5,1,1
User86906,4,2,3
User86907,4,3,3
User86908,3,1,5
User86909,5,3,2
User86910,2,4,2
User86911,3,2,2
User86912,1,3,5
User86913,2,4,2
User86914,3,3,4
User86915,3,2,5
User86916,1,4,3
User86917,5,5,4
User86918,5,1,2
User86919,1,5,3
User86920,4,5,2
User86921,4,3,5
User86922,3,1,3
User86923,3,2,3
User86924,2,5,5
User86925,3,2,2
User86926,3,2,2
User86927,1,4,3
User86928,1,1,3
User86929,5,4,4
User86930,1,3,5
User86931,5,3,5
User86932,1,3,1
User86933,4,2,4
User86934,1,4,3
User86935,1,4,5
User86936,2,4,5
User86937,2,1,1
User86938,2,2,5
User86939,4,2,4
User86940,1,5,4
User86941,2,1,5
User86942,3,4,2
User86943,5,2,1
User86944,1,5,3
User86945,1,3,1
User86946,2,1,3
User86947,4,5,2
User86948,3,4,4
User86949,1,5,2
User86950,2,3,2
User86951,1,4,5
User86952,3,5,5
User86953,5,2,1
User86954,3,3,1
User86955,3,4,1
User86956,1,3,1
User86957,5,5,5
User86958,2,3,2
User86959,1,3,5
User86960,5,1,2
User86961,1,4,3
User86962,5,2,3
User86963,2,2,4
User86964,4,1,3
User86965,2,5,2
User86966,2,2,2
User86967,3,4,4
User86968,2,5,2
User86969,5,4,2
User86970,4,3,4
User86971,2,4,1
User86972,5,4,4
User86973,3,1,4
User86974,1,2,1
User86975,4,4,2
User86976,5,2,2
User86977,4,2,2
User86978,1,3,2
User86979,1,4,4
User86980,5,3,5
User86981,5,4,5
User86982,1,4,2
User86983,1,4,5
User86984,1,1,1
User86985,3,1,4
User86986,3,3,5
User86987,2,5,2
User86988,5,1,5
User86989,2,4,5
User86990,5,5,3
User86991,4,3,4
User86992,3,4,1
User86993,5,3,3
User86994,4,3,1
User86995,4,1,3
User86996,5,3,2
User86997,3,1,3
User86998,3,4,5
User86999,1,2,4
User87000,5,2,2
User87001,1,1,1
User87002,3,4,5
User87003,4,5,1
User87004,5,4,3
User87005,5,2,5
User87006,5,2,4
User87007,1,5,2
User87008,1,5,3
User87009,2,4,5
User87010,2,2,3
User87011,4,3,5
User87012,3,3,1
User87013,2,1,2
User87014,5,1,3
User87015,4,1,1
User87016,1,2,1
User87017,2,2,3
User87018,2,1,1
User87019,3,2,3
User87020,5,5,3
User87021,4,1,2
User87022,1,2,1
User87023,5,2,3
User87024,4,4,2
User87025,3,1,1
User87026,1,1,4
User87027,4,2,2
User87028,1,4,4
User87029,5,2,2
User87030,5,3,5
User87031,5,4,3
User87032,5,1,1
User87033,5,2,5
User87034,4,1,1
User87035,1,5,4
User87036,1,5,3
User87037,5,4,3
User87038,3,4,3
User87039,2,2,5
User87040,3,2,2
User87041,5,5,4
User87042,1,2,5
User87043,5,4,3
User87044,5,3,5
User87045,2,3,3
User87046,2,1,4
User87047,3,4,3
User87048,5,4,4
User87049,2,2,3
User87050,4,5,3
User87051,3,1,1
User87052,4,2,4
User87053,4,3,2
User87054,2,5,4
User87055,4,2,1
User87056,5,3,3
User87057,2,1,1
User87058,3,1,2
User87059,2,2,5
User87060,3,2,2
User87061,2,3,2
User87062,1,1,5
User87063,3,1,5
User87064,3,1,2
User87065,3,4,2
User87066,1,4,2
User87067,3,1,3
User87068,5,4,1
User87069,4,2,2
User87070,2,1,1
User87071,5,5,2
User87072,5,3,3
User87073,4,4,1
User87074,3,3,1
User87075,3,3,3
User87076,2,4,2
User87077,1,5,4
User87078,3,5,4
User87079,1,4,3
User87080,4,2,5
User87081,2,5,2
User87082,1,1,3
User87083,4,1,5
User87084,1,5,4
User87085,2,4,3
User87086,5,1,2
User87087,2,3,3
User87088,5,1,3
User87089,1,3,2
User87090,4,2,3
User87091,3,4,3
User87092,2,3,2
User87093,4,3,5
User87094,1,5,2
User87095,4,4,1
User87096,4,5,4
User87097,5,5,1
User87098,5,1,1
User87099,2,5,2
User87100,3,1,1
User87101,3,5,2
User87102,4,3,4
User87103,4,3,1
User87104,1,1,4
User87105,2,5,4
User87106,1,4,4
User87107,5,5,4
User87108,3,3,4
User87109,3,1,3
User87110,3,2,5
User87111,5,1,4
User87112,2,1,5
User87113,3,4,5
User87114,3,5,2
User87115,2,4,3
User87116,1,1,3
User87117,4,2,2
User87118,1,2,4
User87119,3,3,2
User87120,1,5,4
User87121,4,3,2
User87122,1,3,2
User87123,3,5,1
User87124,4,4,5
User87125,2,4,5
User87126,3,1,2
User87127,4,4,1
User87128,2,4,1
User87129,2,4,5
User87130,5,5,3
User87131,2,4,3
User87132,3,5,5
User87133,4,1,2
User87134,1,3,3
User87135,4,5,4
User87136,3,1,5
User87137,4,4,4
User87138,3,3,3
User87139,5,3,2
User87140,1,1,3
User87141,5,4,3
User87142,3,1,1
User87143,3,2,5
User87144,1,4,1
User87145,2,4,2
User87146,2,1,3
User87147,1,2,4
User87148,2,1,2
User87149,3,3,3
User87150,2,4,5
User87151,5,1,5
User87152,3,2,1
User87153,4,4,2
User87154,3,1,3
User87155,4,5,3
User87156,3,1,1
User87157,4,5,4
User87158,2,4,1
User87159,5,3,4
User87160,2,5,1
User87161,1,2,3
User87162,1,5,3
User87163,2,5,2
User87164,2,4,5
User87165,3,5,3
User87166,5,4,4
User87167,1,1,2
User87168,1,3,4
User87169,3,3,1
User87170,2,2,1
User87171,1,3,2
User87172,4,3,3
User87173,2,2,1
User87174,5,5,1
User87175,3,5,1
User87176,1,1,1
User87177,2,4,2
User87178,3,1,4
User87179,1,3,1
User87180,2,5,1
User87181,3,4,2
User87182,1,4,1
User87183,1,2,4
User87184,4,1,3
User87185,5,5,5
User87186,5,1,1
User87187,1,2,4
User87188,4,3,5
User87189,3,2,2
User87190,2,5,2
User87191,5,3,5
User87192,1,4,1
User87193,2,1,1
User87194,1,2,4
User87195,5,3,2
User87196,1,4,4
User87197,2,1,4
User87198,4,4,5
User87199,5,3,2
User87200,3,4,1
User87201,4,3,1
User87202,4,3,2
User87203,5,2,3
User87204,1,3,1
User87205,3,4,1
User87206,3,5,5
User87207,3,5,2
User87208,5,5,5
User87209,2,2,3
User87210,3,4,2
User87211,4,4,3
User87212,5,2,2
User87213,1,1,4
User87214,1,4,4
User87215,5,5,1
User87216,2,5,1
User87217,2,2,1
User87218,4,2,1
User87219,1,1,1
User87220,4,4,3
User87221,3,1,5
User87222,5,3,1
User87223,3,5,4
User87224,3,1,3
User87225,1,5,4
User87226,4,1,2
User87227,5,5,2
User87228,4,2,5
User87229,4,1,3
User87230,4,2,3
User87231,1,1,5
User87232,3,1,3
User87233,5,5,3
User87234,5,2,1
User87235,5,3,5
User87236,2,2,1
User87237,4,2,2
User87238,1,5,2
User87239,2,1,1
User87240,3,5,5
User87241,1,3,4
User87242,1,1,4
User87243,1,3,4
User87244,5,1,1
User87245,5,4,2
User87246,1,2,2
User87247,1,5,1
User87248,5,1,4
User87249,4,3,1
User87250,3,2,1
User87251,1,3,3
User87252,5,4,4
User87253,4,1,4
User87254,1,4,4
User87255,4,4,4
User87256,5,3,1
User87257,3,4,2
User87258,1,5,4
User87259,1,2,5
User87260,4,3,4
User87261,2,3,5
User87262,3,3,2
User87263,3,3,2
User87264,4,3,4
User87265,1,1,1
User87266,5,3,3
User87267,4,3,4
User87268,2,3,1
User87269,4,4,3
User87270,2,4,5
User87271,1,4,2
User87272,4,1,4
User87273,1,4,4
User87274,5,5,4
User87275,3,4,4
User87276,2,4,3
User87277,4,2,5
User87278,5,4,2
User87279,3,5,3
User87280,3,3,2
User87281,1,4,2
User87282,4,2,5
User87283,4,3,3
User87284,5,5,3
User87285,2,1,2
User87286,4,2,4
User87287,1,2,5
User87288,4,1,3
User87289,2,4,5
User87290,1,1,4
User87291,3,3,1
User87292,5,4,1
User87293,5,3,4
User87294,4,3,2
User87295,3,2,2
User87296,4,3,5
User87297,2,5,4
User87298,5,3,4
User87299,5,5,3
User87300,5,4,4
User87301,3,5,4
User87302,5,3,1
User87303,2,1,2
User87304,1,5,3
User87305,4,5,1
User87306,5,5,1
User87307,2,2,1
User87308,5,5,2
User87309,3,3,5
User87310,4,3,3
User87311,2,4,3
User87312,3,4,3
User87313,4,3,2
User87314,4,5,3
User87315,5,2,1
User87316,3,3,2
User87317,4,3,2
User87318,2,5,2
User87319,4,2,3
User87320,1,3,2
User87321,1,1,1
User87322,1,4,3
User87323,3,1,4
User87324,5,3,5
User87325,1,1,5
User87326,5,1,4
User87327,4,1,5
User87328,4,1,5
User87329,2,5,4
User87330,2,2,1
User87331,5,3,3
User87332,1,3,2
User87333,1,4,4
User87334,5,4,2
User87335,5,2,4
User87336,1,5,4
User87337,2,4,1
User87338,3,3,4
User87339,4,5,3
User87340,2,5,1
User87341,4,1,4
User87342,5,4,3
User87343,1,4,3
User87344,4,5,5
User87345,5,2,4
User87346,1,2,2
User87347,1,1,3
User87348,2,4,2
User87349,5,2,3
User87350,3,3,2
User87351,2,3,1
User87352,5,2,1
User87353,1,3,1
User87354,4,5,1
User87355,5,2,2
User87356,2,4,5
User87357,1,4,1
User87358,4,5,1
User87359,5,3,5
User87360,2,1,4
User87361,2,3,2
User87362,4,4,2
User87363,3,4,2
User87364,1,5,4
User87365,1,5,2
User87366,2,3,1
User87367,5,4,5
User87368,4,5,5
User87369,2,1,3
User87370,3,5,3
User87371,3,2,3
User87372,2,2,2
User87373,1,2,3
User87374,1,2,4
User87375,4,1,1
User87376,3,5,4
User87377,5,3,4
User87378,1,4,3
User87379,2,5,2
User87380,5,5,5
User87381,1,5,2
User87382,3,4,5
User87383,1,3,2
User87384,2,5,4
User87385,5,1,1
User87386,3,4,2
User87387,2,2,2
User87388,5,4,1
User87389,1,5,2
User87390,2,1,4
User87391,2,3,2
User87392,5,3,2
User87393,2,3,1
User87394,3,1,3
User87395,4,2,3
User87396,2,5,2
User87397,4,2,2
User87398,4,3,3
User87399,4,3,1
User87400,1,1,1
User87401,2,3,5
User87402,2,3,5
User87403,1,2,2
User87404,1,3,4
User87405,1,1,5
User87406,5,3,1
User87407,1,3,5
User87408,4,3,2
User87409,1,1,1
User87410,4,4,4
User87411,1,2,2
User87412,3,4,2
User87413,5,4,3
User87414,2,5,5
User87415,5,3,3
User87416,5,2,3
User87417,5,5,4
User87418,4,5,5
User87419,3,1,3
User87420,3,1,3
User87421,5,4,2
User87422,1,5,5
User87423,5,5,2
User87424,2,4,2
User87425,5,5,4
User87426,3,3,2
User87427,4,3,1
User87428,2,4,2
User87429,3,5,1
User87430,3,5,4
User87431,4,3,4
User87432,1,3,5
User87433,1,2,3
User87434,1,5,4
User87435,5,3,2
User87436,2,5,5
User87437,1,1,5
User87438,3,4,4
User87439,1,4,2
User87440,4,2,4
User87441,1,2,5
User87442,4,2,1
User87443,2,1,4
User87444,5,2,3
User87445,2,5,4
User87446,2,5,5
